,Country Name,"Taux d'abandon cumulé en dernière année du premier cycle de l'enseignement secondaire général, hommes et femmes (%)","Taux de passage effectif du primaire au premier cycle de l'enseignement secondaire général, hommes et femmes (%)",Internautes,"Taux d'achèvement du premier cycle du secondaire, les deux sexes (%)","Taux de flux net d'étudiants en mobilité internationale (entrants - sortants), hommes et femmes (%)"
177,Samoa,0.6017092483697952,0.895956990608907,0.685731963366736,0.9051211066336761,0.380376403618817
178,San Marino,0.601735234331149,0.8950169946816025,0.7465218335804017,0.8733392876899829,0.7021778004784364
179,Sao Tome and Principe,0.6293780556702164,0.8770652480356032,0.6814810349498273,0.8201312497771583,0.6919091441669265
180,Saudi Arabia,0.6254993060704104,0.8821716701763634,0.8192437809413867,0.9219070763817826,0.5946374164701719
181,Senegal,0.6515128841263012,0.8681590295663707,0.674449305706029,0.7143053219432627,0.6680518197701872
182,Serbia,0.6073424737505491,0.8967725864593156,0.7990869680374412,0.9037581734181631,0.5934525899131124
183,Seychelles,0.6056096484504359,0.8957043539245809,0.7673430437828712,0.9317408852304875,0.0
184,Sierra Leone,0.6582718860512745,0.8620322970626958,0.632619690174092,0.7517267259057602,0.6658210256518846
185,Singapore,0.5979827115395157,0.8706703948860459,0.8410718834415145,0.6769898012955394,0.6282534812724004
186,Slovak Republic,0.6318726103239145,0.8955117003613584,0.8394937407302978,0.8627545985987415,0.5642298186777552
187,Slovenia,0.6015719699989276,0.897463529527224,0.8245060650807597,0.8801109938148683,0.5967620824493606
188,Solomon Islands,0.6343748150654435,0.8839308457790064,0.6302942343776798,0.8101742124866331,0.6875873494254129
189,Somalia,0.6191298615037452,0.6191298615037452,0.6028298469761881,0.6191298615037452,0.6191298615037452
190,South Africa,0.6175286755386847,0.882792246220166,0.7597708851532965,0.8251781482615492,0.7042639225122937
191,South Asia,0.7021116650353092,0.8696268356075599,0.6768622750918614,0.8226668288883477,0.7021116650353092
192,Spain,0.657911723132431,0.8979216158676316,0.8397509919639532,0.8797688304270032,0.6014068387322651
193,Sri Lanka,0.6224487100665406,0.8974535131960096,0.6936792040916905,0.8876985484957663,0.5817846021513232
194,St. Kitts and Nevis,0.6152850087316669,0.8976030230206518,0.828478283256964,0.8951339514297978,0.7240327984993516
195,St. Lucia,0.6053076903805903,0.889374974499706,0.7378770624793074,0.857782317187251,0.5022438017747829
196,St. Vincent and the Grenadines,0.6170372564676084,0.8958323837728804,0.7645122974040378,0.8933040182580246,0.7110850032223819
197,Sub-Saharan Africa,0.6789085973410207,0.8346537124566757,0.6573873267649502,0.724420242803219,0.6789085973410207
198,Sub-Saharan Africa (excluding high income),0.6789044706680916,0.8346483826657545,0.657377097089044,0.724408331179974,0.6789044706680916
199,Sudan,0.6060967923457393,0.885796617200079,0.6814810349498273,0.748777215015159,0.6750859045420192
200,Suriname,0.6796825061926647,0.8071258937048541,0.7338750116244567,0.7489886262261723,0.6893892680958223
201,Swaziland,0.6900483522308104,0.8953153481070223,0.683207996970384,0.7212580342003482,0.49831710702991994
202,Sweden,0.5982793096660666,0.8980592255556479,0.8727094992333984,0.9159959706780629,0.6025152722775373
203,Switzerland,0.6025384282232912,0.897982885489992,0.8663822937270552,0.8884893562237425,0.635154581281516
204,Syrian Arab Republic,0.8682838661347645,0.7695782518065224,0.6931330556925795,0.7520223570026272,0.702323839787583
205,Tajikistan,0.6067804428468132,0.8965385580967413,0.6588070898716687,0.8908915067760009,0.5846670828804533
206,Tanzania,0.7232805290423971,0.7667129033686839,0.636313813678595,0.7029588862685093,0.5693136006937174
207,Thailand,0.6451023919458394,0.8871589301382019,0.7402133748195818,0.8500302971045988,0.5964254059857667
208,Timor-Leste,0.6244681666980318,0.8811836372110552,0.6731890846768794,0.8306092971034963,0.688771504427787
209,Togo,0.723518313529177,0.8540836490468666,0.6312249734153695,0.7207941930641396,0.6767748258502292
210,Tonga,0.741292729760853,0.8799887532222248,0.7174642545625756,0.8358117473737904,0.7104439355193671
211,Trinidad and Tobago,0.6387035816562556,0.8808244047082991,0.81787683274941,0.8407531297818779,0.5133830935172458
212,Tunisia,0.6593164848687226,0.8708711350285976,0.7503751245659757,0.8069625999381732,0.5876613391749824
213,Turkey,0.6241751229619513,0.895404645078194,0.7728625560905054,0.8843392869548391,0.597739139816212
214,Turkmenistan,0.6373531479792217,0.6373531479792217,0.6513404196185992,0.6373531479792217,0.6373531479792217
215,Turks and Caicos Islands,0.6011585091708692,0.8750016310998066,0.6687289082668697,0.6687289082668697,0.6687289082668697
216,Tuvalu,0.7438601008319946,0.8968007975940205,0.735709257027115,0.7438601008319946,0.7438601008319946
217,Uganda,0.7196115997569604,0.7594806412804425,0.663041277359128,0.6750112833052192,0.6695303881816416
218,Ukraine,0.5997182771160225,0.8637258611012364,0.7551993850934484,0.8853106413502809,0.5985363111756322
219,United Arab Emirates,0.6069249480954166,0.8980760189916978,0.8699789270967072,0.8137277357173535,0.712199652497631
220,United Kingdom,0.7268803785495495,0.7268803785495495,0.8825528591244206,0.7268803785495495,0.6462967303202973
221,United States,0.7084493380259187,0.7084493380259187,0.8265483242366017,0.7084493380259187,0.6080862272643056
222,Upper middle income,0.7262081195645962,0.8892992776846786,0.7648760090487446,0.8616526643257229,0.7262081195645962
223,Uruguay,0.6439476450732322,0.8419306919502133,0.7971091214041818,0.7802452769782058,0.6961709037202664
224,Uzbekistan,0.6108491969084814,0.8967698756173814,0.7380643826291736,0.8812949884894881,0.5722102961130745
225,Vanuatu,0.6832466832619191,0.8664799846134433,0.669436442610832,0.7563854570957333,0.6863638109977617
226,"Venezuela, RB",0.655246465843207,0.8939633042057185,0.7778377736617894,0.8254354485129316,0.5956514205001255
227,Vietnam,0.6290542076953348,0.8799479068073178,0.7371872745176804,0.8969302517829973,0.5904858261217271
228,Virgin Islands (U.S.),0.698958213893992,0.698958213893992,0.776658354533133,0.698958213893992,0.698958213893992
229,West Bank and Gaza,0.6474967086243727,0.8942099219020209,0.781386064885741,0.8217161733792,0.5676275374169693
230,World,0.7124031686080051,0.8707234400896567,0.7354115464101795,0.8280556840014732,0.7124031686080051
231,"Yemen, Rep.",0.6412029836629035,0.8695486347097291,0.6711805247547165,0.7430685035270341,0.5948578925973376
232,Zambia,0.6299812495887781,0.7896293732312892,0.6739729746295325,0.7629899869769304,0.6630683845962809
233,Zimbabwe,0.6146272548116976,0.8317242342285038,0.66678659929407,0.7944814701548238,0.547010840748787
